17	56	13	0.14	100.0
17	56	13	0.17	100.0
17	56	13	0.2	100.0
17	56	13	0.24	100.0
17	56	13	0.27	100.0
17	56	13	0.3	100.0
17	56	14	0.01	100.0
17	56	14	0.04	100.0
17	56	14	0.07	100.0
17	56	14	0.11	100.0
17	56	14	0.14	100.0
17	56	14	0.17	100.0
17	56	14	0.2	100.0
17	56	14	0.24	100.0
17	56	14	0.27	100.0
17	56	14	0.3	100.0
17	56	3	0.01	236.878684627
17	56	3	0.04	184.453372162
17	56	3	0.07	220.183815178
17	56	3	0.11	240.209794128
17	56	3	0.14	240.219229182
17	56	3	0.17	240.219229182
17	56	3	0.2	240.219229182
17	56	3	0.24	240.219229182
17	56	3	0.27	240.219229182
17	56	3	0.3	240.219229182
17	56	4	0.01	203.273789402
17	56	4	0.04	229.334064575
17	56	4	0.07	263.603839707
17	56	4	0.11	282.842175578
17	56	4	0.14	282.842175578
17	56	4	0.17	282.842175578
17	56	4	0.2	282.842175578
17	56	4	0.24	282.842175578
17	56	4	0.27	282.842175578
17	56	4	0.3	282.842175578
17	56	5	0.01	181.221005677
17	56	5	0.04	220.362582135
17	56	5	0.07	292.272534912
17	56	5	0.11	307.4883477
17	56	5	0.14	307.4883477
17	56	5	0.17	307.4883477
17	56	5	0.2	307.4883477
17	56	5	0.24	307.4883477
17	56	5	0.27	307.4883477
17	56	5	0.3	307.4883477
17	56	6	0.01	155.357036247
17	56	6	0.04	231.369365643
17	56	6	0.07	257.442934829
17	56	6	0.11	292.963501727
17	56	6	0.14	292.963501727
17	56	6	0.17	292.963501727
17	56	6	0.2	292.963501727
17	56	6	0.24	292.963501727
17	56	6	0.27	292.963501727
17	56	6	0.3	292.963501727
17	56	7	0.01	136.916833323
17	56	7	0.04	257.812651652
17	56	7	0.07	291.187961459
17	56	7	0.11	274.615670367
17	56	7	0.14	300.619976794
17	56	7	0.17	357.92618395
17	56	7	0.2	357.92618395
17	56	7	0.24	357.92618395
17	56	7	0.27	357.92618395
17	56	7	0.3	357.92618395
17	56	8	0.01	125.418348088
17	56	8	0.04	294.00598741
17	56	8	0.07	352.303445627
17	56	8	0.11	324.9720168
17	56	8	0.14	324.9720168
17	56	8	0.17	324.9720168
17	56	8	0.2	324.9720168
17	56	8	0.24	324.9720168
17	56	8	0.27	324.9720168
17	56	8	0.3	324.9720168
17	56	9	0.01	132.060358841
17	56	9	0.04	232.133472314
17	56	9	0.07	318.365318016
17	56	9	0.11	263.97523233
17	56	9	0.14	263.97523233
17	56	9	0.17	263.97523233
17	56	9	0.2	263.97523233
17	56	9	0.24	263.97523233
17	56	9	0.27	263.97523233
17	56	9	0.3	263.97523233
17	56	10	0.01	121.544963915
17	56	10	0.04	252.859666265
17	56	10	0.07	499.693197553
17	56	10	0.11	515.212871246
17	56	10	0.14	515.212871246
17	56	10	0.17	515.212871246
17	56	10	0.2	515.212871246
17	56	10	0.24	515.212871246
17	56	10	0.27	515.212871246
17	56	10	0.3	515.212871246
17	56	11	0.01	100.0
17	56	11	0.04	100.0
17	56	11	0.07	100.0
17	56	11	0.11	100.0
17	56	11	0.14	100.0
17	56	11	0.17	100.0
17	56	11	0.2	100.0
17	56	11	0.24	100.0
17	56	11	0.27	100.0
17	56	11	0.3	100.0
17	56	12	0.01	100.0
17	56	12	0.04	100.0
17	56	12	0.07	100.0
17	56	12	0.11	100.0
17	56	12	0.14	100.0
17	56	12	0.17	100.0
17	56	12	0.2	100.0
17	56	12	0.24	100.0
17	56	12	0.27	100.0
17	56	12	0.3	100.0
17	56	13	0.01	100.0
17	56	13	0.04	100.0
17	56	13	0.07	100.0
17	56	13	0.11	100.0
17	56	13	0.14	100.0
17	56	13	0.17	100.0
17	56	13	0.2	100.0
17	56	13	0.24	100.0
17	56	13	0.27	100.0
17	56	13	0.3	100.0
17	56	14	0.01	100.0
17	56	14	0.04	100.0
17	56	14	0.07	100.0
17	56	14	0.11	100.0
17	56	14	0.14	100.0
17	56	14	0.17	100.0
17	56	14	0.2	100.0
17	56	14	0.24	100.0
17	56	14	0.27	100.0
17	56	14	0.3	100.0
17	56	3	0.01	236.878684627
17	56	3	0.04	184.453372162
17	56	3	0.07	220.183815178
17	56	3	0.11	240.209794128
17	56	3	0.14	240.219229182
17	56	3	0.17	240.219229182
17	56	3	0.2	240.219229182
17	56	3	0.24	240.219229182
17	56	3	0.27	240.219229182
17	56	3	0.3	240.219229182
17	56	4	0.01	203.273789402
17	56	4	0.04	229.334064575
17	56	4	0.07	263.603839707
17	56	4	0.11	282.842175578
17	56	4	0.14	282.842175578
17	56	4	0.17	282.842175578
17	56	4	0.2	282.842175578
17	56	4	0.24	282.842175578
17	56	4	0.27	282.842175578
17	56	4	0.3	282.842175578
17	56	5	0.01	181.221005677
17	56	5	0.04	220.362582135
17	56	5	0.07	292.272534912
17	56	5	0.11	307.4883477
17	56	5	0.14	307.4883477
17	56	5	0.17	307.4883477
17	56	5	0.2	307.4883477
17	56	5	0.24	307.4883477
17	56	5	0.27	307.4883477
17	56	5	0.3	307.4883477
17	56	6	0.01	155.357036247
17	56	6	0.04	231.369365643
17	56	6	0.07	257.442934829
17	56	6	0.11	292.963501727
17	56	6	0.14	292.963501727
17	56	6	0.17	292.963501727
17	56	6	0.2	292.963501727
17	56	6	0.24	292.963501727
17	56	6	0.27	292.963501727
17	56	6	0.3	292.963501727
17	56	7	0.01	136.916833323
17	56	7	0.04	257.812651652
17	56	7	0.07	291.187961459
17	56	7	0.11	274.615670367
17	56	7	0.14	300.619976794
17	56	7	0.17	357.92618395
17	56	7	0.2	357.92618395
17	56	7	0.24	357.92618395
17	56	7	0.27	357.92618395
17	56	7	0.3	357.92618395
17	56	8	0.01	125.418348088
17	56	8	0.04	294.00598741
17	56	8	0.07	352.303445627
17	56	8	0.11	324.9720168
17	56	8	0.14	324.9720168
17	56	8	0.17	324.9720168
17	56	8	0.2	324.9720168
17	56	8	0.24	324.9720168
17	56	8	0.27	324.9720168
17	56	8	0.3	324.9720168
17	56	9	0.01	132.060358841
17	56	9	0.04	232.133472314
17	56	9	0.07	318.365318016
17	56	9	0.11	263.97523233
17	56	9	0.14	263.97523233
17	56	9	0.17	263.97523233
17	56	9	0.2	263.97523233
17	56	9	0.24	263.97523233
17	56	9	0.27	263.97523233
17	56	9	0.3	263.97523233
17	56	10	0.01	121.544963915
17	56	10	0.04	252.859666265
17	56	10	0.07	499.693197553
17	56	10	0.11	515.212871246
17	56	10	0.14	515.212871246
17	56	10	0.17	515.212871246
17	56	10	0.2	515.212871246
17	56	10	0.24	515.212871246
17	56	10	0.27	515.212871246
17	56	10	0.3	515.212871246
17	56	11	0.01	100.0
17	56	11	0.04	100.0
17	56	11	0.07	100.0
17	56	11	0.11	100.0
17	56	11	0.14	100.0
17	56	11	0.17	100.0
17	56	11	0.2	100.0
17	56	11	0.24	100.0
17	56	11	0.27	100.0
17	56	11	0.3	100.0
17	56	12	0.01	100.0
17	56	12	0.04	100.0
17	56	12	0.07	100.0
17	56	12	0.11	100.0
17	56	12	0.14	100.0
17	56	12	0.17	100.0
17	56	12	0.2	100.0
17	56	12	0.24	100.0
17	56	12	0.27	100.0
17	56	12	0.3	100.0
17	56	13	0.01	100.0
17	56	13	0.04	100.0
17	56	13	0.07	100.0
17	56	13	0.11	100.0
17	56	13	0.14	100.0
17	56	13	0.17	100.0
17	56	13	0.2	100.0
17	56	13	0.24	100.0
17	56	13	0.27	100.0
17	56	13	0.3	100.0
17	56	14	0.01	100.0
17	56	14	0.04	100.0
17	56	14	0.07	100.0
17	56	14	0.11	100.0
17	56	14	0.14	100.0
17	56	14	0.17	100.0
17	56	14	0.2	100.0
17	56	14	0.24	100.0
17	56	14	0.27	100.0
17	56	14	0.3	100.0
17	56	3	0.01	236.878684627
17	56	3	0.04	184.453372162
17	56	3	0.07	220.183815178
17	56	3	0.11	240.209794128
17	56	3	0.14	240.219229182
17	56	3	0.17	240.219229182
17	56	3	0.2	240.219229182
17	56	3	0.24	240.219229182
17	56	3	0.27	240.219229182
17	56	3	0.3	240.219229182
17	56	4	0.01	203.273789402
17	56	4	0.04	229.334064575
17	56	4	0.07	263.603839707
17	56	4	0.11	282.842175578
17	56	4	0.14	282.842175578
17	56	4	0.17	282.842175578
17	56	4	0.2	282.842175578
17	56	4	0.24	282.842175578
17	56	4	0.27	282.842175578
17	56	4	0.3	282.842175578
17	56	5	0.01	181.221005677
17	56	5	0.04	220.362582135
17	56	5	0.07	292.272534912
17	56	5	0.11	307.4883477
17	56	5	0.14	307.4883477
17	56	5	0.17	307.4883477
17	56	5	0.2	307.4883477
17	56	5	0.24	307.4883477
17	56	5	0.27	307.4883477
17	56	5	0.3	307.4883477
17	56	6	0.01	155.357036247
17	56	6	0.04	231.369365643
17	56	6	0.07	257.442934829
17	56	6	0.11	292.963501727
17	56	6	0.14	292.963501727
17	56	6	0.17	292.963501727
17	56	6	0.2	292.963501727
17	56	6	0.24	292.963501727
17	56	6	0.27	292.963501727
17	56	6	0.3	292.963501727
17	56	7	0.01	136.916833323
17	56	7	0.04	257.812651652
17	56	7	0.07	291.187961459
17	56	7	0.11	274.615670367
17	56	7	0.14	300.619976794
17	56	7	0.17	357.92618395
17	56	7	0.2	357.92618395
17	56	7	0.24	357.92618395
17	56	7	0.27	357.92618395
17	56	7	0.3	357.92618395
17	56	8	0.01	125.418348088
17	56	8	0.04	294.00598741
17	56	8	0.07	352.303445627
17	56	8	0.11	324.9720168
17	56	8	0.14	324.9720168
17	56	8	0.17	324.9720168
17	56	8	0.2	324.9720168
17	56	8	0.24	324.9720168
17	56	8	0.27	324.9720168
17	56	8	0.3	324.9720168
17	56	9	0.01	132.060358841
17	56	9	0.04	232.133472314
17	56	9	0.07	318.365318016
17	56	9	0.11	263.97523233
17	56	9	0.14	263.97523233
17	56	9	0.17	263.97523233
17	56	9	0.2	263.97523233
17	56	9	0.24	263.97523233
17	56	9	0.27	263.97523233
17	56	9	0.3	263.97523233
17	56	10	0.01	121.544963915
17	56	10	0.04	252.859666265
17	56	10	0.07	499.693197553
17	56	10	0.11	515.212871246
17	56	10	0.14	515.212871246
17	56	10	0.17	515.212871246
17	56	10	0.2	515.212871246
17	56	10	0.24	515.212871246
17	56	10	0.27	515.212871246
17	56	10	0.3	515.212871246
17	56	11	0.01	100.0
17	56	11	0.04	100.0
17	56	11	0.07	100.0
17	56	11	0.11	100.0
17	56	11	0.14	100.0
17	56	11	0.17	100.0
17	56	11	0.2	100.0
17	56	11	0.24	100.0
17	56	11	0.27	100.0
17	56	11	0.3	100.0
17	56	12	0.01	100.0
17	56	12	0.04	100.0
17	56	12	0.07	100.0
17	56	12	0.11	100.0
17	56	12	0.14	100.0
17	56	12	0.17	100.0
17	56	12	0.2	100.0
17	56	12	0.24	100.0
17	56	12	0.27	100.0
17	56	12	0.3	100.0
17	56	13	0.01	100.0
17	56	13	0.04	100.0
17	56	13	0.07	100.0
17	56	13	0.11	100.0
17	56	13	0.14	100.0
17	56	13	0.17	100.0
17	56	13	0.2	100.0
17	56	13	0.24	100.0
17	56	13	0.27	100.0
17	56	13	0.3	100.0
17	56	14	0.01	100.0
17	56	14	0.04	100.0
17	56	14	0.07	100.0
17	56	14	0.11	100.0
17	56	14	0.14	100.0
17	56	14	0.17	100.0
17	56	14	0.2	100.0
17	56	14	0.24	100.0
17	56	14	0.27	100.0
17	56	14	0.3	100.0
17	56	3	0.01	236.878684627
17	56	3	0.04	184.453372162
17	56	3	0.07	220.183815178
17	56	3	0.11	240.209794128
17	56	3	0.14	240.219229182
17	56	3	0.17	240.219229182
17	56	3	0.2	240.219229182
17	56	3	0.24	240.219229182
17	56	3	0.27	240.219229182
17	56	3	0.3	240.219229182
17	56	4	0.01	203.273789402
17	56	4	0.04	229.334064575
17	56	4	0.07	263.603839707
17	56	4	0.11	282.842175578
17	56	4	0.14	282.842175578
17	56	4	0.17	282.842175578
17	56	4	0.2	282.842175578
17	56	4	0.24	282.842175578
17	56	4	0.27	282.842175578
17	56	4	0.3	282.842175578
17	56	5	0.01	181.221005677
17	56	5	0.04	220.362582135
17	56	5	0.07	292.272534912
17	56	5	0.11	307.4883477
17	56	5	0.14	307.4883477
17	56	5	0.17	307.4883477
17	56	5	0.2	307.4883477
17	56	5	0.24	307.4883477
17	56	5	0.27	307.4883477
17	56	5	0.3	307.4883477
17	56	6	0.01	155.357036247
17	56	6	0.04	231.369365643
17	56	6	0.07	257.442934829
17	56	6	0.11	292.963501727
17	56	6	0.14	292.963501727
17	56	6	0.17	292.963501727
17	56	6	0.2	292.963501727
17	56	6	0.24	292.963501727
17	56	6	0.27	292.963501727
17	56	6	0.3	292.963501727
17	56	7	0.01	136.916833323
17	56	7	0.04	257.812651652
17	56	7	0.07	291.187961459
17	56	7	0.11	274.615670367
17	56	7	0.14	300.619976794
17	56	7	0.17	357.92618395
17	56	7	0.2	357.92618395
17	56	7	0.24	357.92618395
17	56	7	0.27	357.92618395
17	56	7	0.3	357.92618395
17	56	8	0.01	125.418348088
17	56	8	0.04	294.00598741
17	56	8	0.07	352.303445627
17	56	8	0.11	324.9720168
17	56	8	0.14	324.9720168
17	56	8	0.17	324.9720168
17	56	8	0.2	324.9720168
17	56	8	0.24	324.9720168
17	56	8	0.27	324.9720168
17	56	8	0.3	324.9720168
17	56	9	0.01	132.060358841
17	56	9	0.04	232.133472314
17	56	9	0.07	318.365318016
17	56	9	0.11	263.97523233
17	56	9	0.14	263.97523233
17	56	9	0.17	263.97523233
17	56	9	0.2	263.97523233
17	56	9	0.24	263.97523233
17	56	9	0.27	263.97523233
17	56	9	0.3	263.97523233
17	56	10	0.01	121.544963915
17	56	10	0.04	252.859666265
17	56	10	0.07	499.693197553
17	56	10	0.11	515.212871246
17	56	10	0.14	515.212871246
17	56	10	0.17	515.212871246
17	56	10	0.2	515.212871246
17	56	10	0.24	515.212871246
17	56	10	0.27	515.212871246
17	56	10	0.3	515.212871246
17	56	11	0.01	100.0
17	56	11	0.04	100.0
17	56	11	0.07	100.0
17	56	11	0.11	100.0
17	56	11	0.14	100.0
17	56	11	0.17	100.0
17	56	11	0.2	100.0
17	56	11	0.24	100.0
17	56	11	0.27	100.0
17	56	11	0.3	100.0
17	56	12	0.01	100.0
17	56	12	0.04	100.0
17	56	12	0.07	100.0
17	56	12	0.11	100.0
17	56	12	0.14	100.0
17	56	12	0.17	100.0
17	56	12	0.2	100.0
17	56	12	0.24	100.0
17	56	12	0.27	100.0
17	56	12	0.3	100.0
17	56	13	0.01	100.0
17	56	13	0.04	100.0
17	56	13	0.07	100.0
17	56	13	0.11	100.0
17	56	13	0.14	100.0
17	56	13	0.17	100.0
17	56	13	0.2	100.0
17	56	13	0.24	100.0
17	56	13	0.27	100.0
17	56	13	0.3	100.0
17	56	14	0.01	100.0
17	56	14	0.04	100.0
17	56	14	0.07	100.0
17	56	14	0.11	100.0
17	56	14	0.14	100.0
17	56	14	0.17	100.0
17	56	14	0.2	100.0
17	56	14	0.24	100.0
17	56	14	0.27	100.0
17	56	14	0.3	100.0
17	56	3	0.01	236.878684627
17	56	3	0.04	184.453372162
17	56	3	0.07	220.183815178
17	56	3	0.11	240.209794128
17	56	3	0.14	240.219229182
17	56	3	0.17	240.219229182
17	56	3	0.2	240.219229182
17	56	3	0.24	240.219229182
17	56	3	0.27	240.219229182
17	56	3	0.3	240.219229182
17	56	4	0.01	203.273789402
17	56	4	0.04	229.334064575
17	56	4	0.07	263.603839707
17	56	4	0.11	282.842175578
17	56	4	0.14	282.842175578
17	56	4	0.17	282.842175578
17	56	4	0.2	282.842175578
17	56	4	0.24	282.842175578
17	56	4	0.27	282.842175578
17	56	4	0.3	282.842175578
17	56	5	0.01	181.221005677
17	56	5	0.04	220.362582135
17	56	5	0.07	292.272534912
17	56	5	0.11	307.4883477
17	56	5	0.14	307.4883477
17	56	5	0.17	307.4883477
17	56	5	0.2	307.4883477
17	56	5	0.24	307.4883477
17	56	5	0.27	307.4883477
17	56	5	0.3	307.4883477
17	56	6	0.01	155.357036247
17	56	6	0.04	231.369365643
17	56	6	0.07	257.442934829
17	56	6	0.11	292.963501727
17	56	6	0.14	292.963501727
17	56	6	0.17	292.963501727
17	56	6	0.2	292.963501727
17	56	6	0.24	292.963501727
17	56	6	0.27	292.963501727
17	56	6	0.3	292.963501727
17	56	7	0.01	136.916833323
17	56	7	0.04	257.812651652
17	56	7	0.07	291.187961459
17	56	7	0.11	274.615670367
17	56	7	0.14	300.619976794
17	56	7	0.17	357.92618395
17	56	7	0.2	357.92618395
17	56	7	0.24	357.92618395
17	56	7	0.27	357.92618395
17	56	7	0.3	357.92618395
17	56	8	0.01	125.418348088
17	56	8	0.04	294.00598741
17	56	8	0.07	352.303445627
17	56	8	0.11	324.9720168
17	56	8	0.14	324.9720168
17	56	8	0.17	324.9720168
17	56	8	0.2	324.9720168
17	56	8	0.24	324.9720168
17	56	8	0.27	324.9720168
17	56	8	0.3	324.9720168
17	56	9	0.01	132.060358841
17	56	9	0.04	232.133472314
17	56	9	0.07	318.365318016
17	56	9	0.11	263.97523233
17	56	9	0.14	263.97523233
17	56	9	0.17	263.97523233
17	56	9	0.2	263.97523233
17	56	9	0.24	263.97523233
17	56	9	0.27	263.97523233
17	56	9	0.3	263.97523233
17	56	10	0.01	121.544963915
17	56	10	0.04	252.859666265
17	56	10	0.07	499.693197553
17	56	10	0.11	515.212871246
17	56	10	0.14	515.212871246
17	56	10	0.17	515.212871246
17	56	10	0.2	515.212871246
17	56	10	0.24	515.212871246
17	56	10	0.27	515.212871246
17	56	10	0.3	515.212871246
17	56	11	0.01	100.0
17	56	11	0.04	100.0
17	56	11	0.07	100.0
17	56	11	0.11	100.0
17	56	11	0.14	100.0
17	56	11	0.17	100.0
17	56	11	0.2	100.0
17	56	11	0.24	100.0
17	56	11	0.27	100.0
17	56	11	0.3	100.0
17	56	12	0.01	100.0
17	56	12	0.04	100.0
17	56	12	0.07	100.0
17	56	12	0.11	100.0
17	56	12	0.14	100.0
17	56	12	0.17	100.0
17	56	12	0.2	100.0
17	56	12	0.24	100.0
17	56	12	0.27	100.0
17	56	12	0.3	100.0
17	56	13	0.01	100.0
17	56	13	0.04	100.0
17	56	13	0.07	100.0
17	56	13	0.11	100.0
17	56	13	0.14	100.0
17	56	13	0.17	100.0
17	56	13	0.2	100.0
17	56	13	0.24	100.0
17	56	13	0.27	100.0
17	56	13	0.3	100.0
17	56	14	0.01	100.0
17	56	14	0.04	100.0
17	56	14	0.07	100.0
17	56	14	0.11	100.0
17	56	14	0.14	100.0
17	56	14	0.17	100.0
17	56	14	0.2	100.0
17	56	14	0.24	100.0
17	56	14	0.27	100.0
17	56	14	0.3	100.0
17	56	3	0.01	236.878684627
17	56	3	0.04	184.453372162
17	56	3	0.07	220.183815178
17	56	3	0.11	240.209794128
17	56	3	0.14	240.219229182
17	56	3	0.17	240.219229182
17	56	3	0.2	240.219229182
17	56	3	0.24	240.219229182
17	56	3	0.27	240.219229182
17	56	3	0.3	240.219229182
17	56	4	0.01	203.273789402
17	56	4	0.04	229.334064575
17	56	4	0.07	263.603839707
17	56	4	0.11	282.842175578
17	56	4	0.14	282.842175578
17	56	4	0.17	282.842175578
17	56	4	0.2	282.842175578
17	56	4	0.24	282.842175578
17	56	4	0.27	282.842175578
17	56	4	0.3	282.842175578
17	56	5	0.01	181.221005677
17	56	5	0.04	220.362582135
17	56	5	0.07	292.272534912
17	56	5	0.11	307.4883477
17	56	5	0.14	307.4883477
17	56	5	0.17	307.4883477
17	56	5	0.2	307.4883477
17	56	5	0.24	307.4883477
17	56	5	0.27	307.4883477
17	56	5	0.3	307.4883477
17	56	6	0.01	155.357036247
17	56	6	0.04	231.369365643
17	56	6	0.07	257.442934829
17	56	6	0.11	292.963501727
17	56	6	0.14	292.963501727
17	56	6	0.17	292.963501727
17	56	6	0.2	292.963501727
17	56	6	0.24	292.963501727
17	56	6	0.27	292.963501727
17	56	6	0.3	292.963501727
17	56	7	0.01	136.916833323
17	56	7	0.04	257.812651652
17	56	7	0.07	291.187961459
17	56	7	0.11	274.615670367
17	56	7	0.14	300.619976794
17	56	7	0.17	357.92618395
17	56	7	0.2	357.92618395
17	56	7	0.24	357.92618395
17	56	7	0.27	357.92618395
17	56	7	0.3	357.92618395
17	56	8	0.01	125.418348088
17	56	8	0.04	294.00598741
17	56	8	0.07	352.303445627
17	56	8	0.11	324.9720168
17	56	8	0.14	324.9720168
17	56	8	0.17	324.9720168
17	56	8	0.2	324.9720168
17	56	8	0.24	324.9720168
17	56	8	0.27	324.9720168
17	56	8	0.3	324.9720168
17	56	9	0.01	132.060358841
17	56	9	0.04	232.133472314
17	56	9	0.07	318.365318016
17	56	9	0.11	263.97523233
17	56	9	0.14	263.97523233
17	56	9	0.17	263.97523233
17	56	9	0.2	263.97523233
17	56	9	0.24	263.97523233
17	56	9	0.27	263.97523233
17	56	9	0.3	263.97523233
17	56	10	0.01	121.544963915
17	56	10	0.04	252.859666265
17	56	10	0.07	499.693197553
17	56	10	0.11	515.212871246
17	56	10	0.14	515.212871246
17	56	10	0.17	515.212871246
17	56	10	0.2	515.212871246
17	56	10	0.24	515.212871246
17	56	10	0.27	515.212871246
17	56	10	0.3	515.212871246
17	56	11	0.01	100.0
17	56	11	0.04	100.0
17	56	11	0.07	100.0
17	56	11	0.11	100.0
17	56	11	0.14	100.0
17	56	11	0.17	100.0
17	56	11	0.2	100.0
17	56	11	0.24	100.0
17	56	11	0.27	100.0
17	56	11	0.3	100.0
17	56	12	0.01	100.0
17	56	12	0.04	100.0
17	56	12	0.07	100.0
17	56	12	0.11	100.0
17	56	12	0.14	100.0
17	56	12	0.17	100.0
17	56	12	0.2	100.0
17	56	12	0.24	100.0
17	56	12	0.27	100.0
17	56	12	0.3	100.0
17	56	13	0.01	100.0
17	56	13	0.04	100.0
17	56	13	0.07	100.0
17	56	13	0.11	100.0
17	56	13	0.14	100.0
17	56	13	0.17	100.0
17	56	13	0.2	100.0
17	56	13	0.24	100.0
17	56	13	0.27	100.0
17	56	13	0.3	100.0
17	56	14	0.01	100.0
17	56	14	0.04	100.0
17	56	14	0.07	100.0
17	56	14	0.11	100.0
17	56	14	0.14	100.0
17	56	14	0.17	100.0
17	56	14	0.2	100.0
17	56	14	0.24	100.0
17	56	14	0.27	100.0
17	56	14	0.3	100.0
17	56	3	0.01	236.878684627
17	56	3	0.04	184.453372162
17	56	3	0.07	220.183815178
17	56	3	0.11	240.209794128
17	56	3	0.14	240.219229182
17	56	3	0.17	240.219229182
17	56	3	0.2	240.219229182
17	56	3	0.24	240.219229182
17	56	3	0.27	240.219229182
17	56	3	0.3	240.219229182
17	56	4	0.01	203.273789402
17	56	4	0.04	229.334064575
17	56	4	0.07	263.603839707
17	56	4	0.11	282.842175578
17	56	4	0.14	282.842175578
17	56	4	0.17	282.842175578
17	56	4	0.2	282.842175578
17	56	4	0.24	282.842175578
17	56	4	0.27	282.842175578
17	56	4	0.3	282.842175578
17	56	5	0.01	181.221005677
17	56	5	0.04	220.362582135
17	56	5	0.07	292.272534912
17	56	5	0.11	307.4883477
17	56	5	0.14	307.4883477
17	56	5	0.17	307.4883477
17	56	5	0.2	307.4883477
17	56	5	0.24	307.4883477
17	56	5	0.27	307.4883477
17	56	5	0.3	307.4883477
17	56	6	0.01	155.357036247
17	56	6	0.04	231.369365643
17	56	6	0.07	257.442934829
17	56	6	0.11	292.963501727
17	56	6	0.14	292.963501727
17	56	6	0.17	292.963501727
17	56	6	0.2	292.963501727
17	56	6	0.24	292.963501727
17	56	6	0.27	292.963501727
17	56	6	0.3	292.963501727
17	56	7	0.01	136.916833323
17	56	7	0.04	257.812651652
17	56	7	0.07	291.187961459
17	56	7	0.11	274.615670367
17	56	7	0.14	300.619976794
17	56	7	0.17	357.92618395
17	56	7	0.2	357.92618395
17	56	7	0.24	357.92618395
17	56	7	0.27	357.92618395
17	56	7	0.3	357.92618395
17	56	8	0.01	125.418348088
17	56	8	0.04	294.00598741
17	56	8	0.07	352.303445627
17	56	8	0.11	324.9720168
17	56	8	0.14	324.9720168
17	56	8	0.17	324.9720168
17	56	8	0.2	324.9720168
17	56	8	0.24	324.9720168
17	56	8	0.27	324.9720168
17	56	8	0.3	324.9720168
17	56	9	0.01	132.060358841
17	56	9	0.04	232.133472314
17	56	9	0.07	318.365318016
17	56	9	0.11	263.97523233
17	56	9	0.14	263.97523233
17	56	9	0.17	263.97523233
17	56	9	0.2	263.97523233
17	56	9	0.24	263.97523233
17	56	9	0.27	263.97523233
17	56	9	0.3	263.97523233
17	56	10	0.01	121.544963915
17	56	10	0.04	252.859666265
17	56	10	0.07	499.693197553
17	56	10	0.11	515.212871246
17	56	10	0.14	515.212871246
17	56	10	0.17	515.212871246
17	56	10	0.2	515.212871246
17	56	10	0.24	515.212871246
17	56	10	0.27	515.212871246
17	56	10	0.3	515.212871246
17	56	11	0.01	100.0
17	56	11	0.04	100.0
17	56	11	0.07	100.0
17	56	11	0.11	100.0
17	56	11	0.14	100.0
17	56	11	0.17	100.0
17	56	11	0.2	100.0
17	56	11	0.24	100.0
17	56	11	0.27	100.0
17	56	11	0.3	100.0
17	56	12	0.01	100.0
17	56	12	0.04	100.0
17	56	12	0.07	100.0
17	56	12	0.11	100.0
17	56	12	0.14	100.0
17	56	12	0.17	100.0
17	56	12	0.2	100.0
17	56	12	0.24	100.0
17	56	12	0.27	100.0
17	56	12	0.3	100.0
17	56	13	0.01	100.0
17	56	13	0.04	100.0
17	56	13	0.07	100.0
17	56	13	0.11	100.0
17	56	13	0.14	100.0
17	56	13	0.17	100.0
17	56	13	0.2	100.0
17	56	13	0.24	100.0
17	56	13	0.27	100.0
17	56	13	0.3	100.0
17	56	14	0.01	100.0
17	56	14	0.04	100.0
17	56	14	0.07	100.0
17	56	14	0.11	100.0
17	56	14	0.14	100.0
17	56	14	0.17	100.0
17	56	14	0.2	100.0
17	56	14	0.24	100.0
17	56	14	0.27	100.0
17	56	14	0.3	100.0
17	56	3	0.01	236.878684627
17	56	3	0.04	184.453372162
17	56	3	0.07	220.183815178
17	56	3	0.11	240.209794128
17	56	3	0.14	240.219229182
17	56	3	0.17	240.219229182
17	56	3	0.2	240.219229182
17	56	3	0.24	240.219229182
17	56	3	0.27	240.219229182
17	56	3	0.3	240.219229182
17	56	4	0.01	203.273789402
17	56	4	0.04	229.334064575
17	56	4	0.07	263.603839707
17	56	4	0.11	282.842175578
17	56	4	0.14	282.842175578
17	56	4	0.17	282.842175578
17	56	4	0.2	282.842175578
17	56	4	0.24	282.842175578
17	56	4	0.27	282.842175578
17	56	4	0.3	282.842175578
17	56	5	0.01	181.221005677
17	56	5	0.04	220.362582135
17	56	5	0.07	292.272534912
17	56	5	0.11	307.4883477
17	56	5	0.14	307.4883477
17	56	5	0.17	307.4883477
17	56	5	0.2	307.4883477
17	56	5	0.24	307.4883477
17	56	5	0.27	307.4883477
17	56	5	0.3	307.4883477
17	56	6	0.01	155.357036247
17	56	6	0.04	231.369365643
17	56	6	0.07	257.442934829
17	56	6	0.11	292.963501727
17	56	6	0.14	292.963501727
17	56	6	0.17	292.963501727
17	56	6	0.2	292.963501727
17	56	6	0.24	292.963501727
17	56	6	0.27	292.963501727
17	56	6	0.3	292.963501727
17	56	7	0.01	136.916833323
17	56	7	0.04	257.812651652
17	56	7	0.07	291.187961459
17	56	7	0.11	274.615670367
17	56	7	0.14	300.619976794
17	56	7	0.17	357.92618395
17	56	7	0.2	357.92618395
17	56	7	0.24	357.92618395
17	56	7	0.27	357.92618395
17	56	7	0.3	357.92618395
17	56	8	0.01	125.418348088
17	56	8	0.04	294.00598741
17	56	8	0.07	352.303445627
17	56	8	0.11	324.9720168
17	56	8	0.14	324.9720168
17	56	8	0.17	324.9720168
